1576781870,1485,58248
1576781871,2444193,58248
1576781872,11910178,58248
1576781873,11913148,58248
1576781874,11916044,58248
1576781875,11915896,58248
1576781876,11910252,58248
1576781877,11913037,58248
1576781878,11914448,58248
1576781879,11913037,58248
1576781880,11914707,58248
1576781881,11916007,58248
1576781882,11905464,58248
1576781883,11913000,58248
1576781884,11911589,58248
1576781885,11917122,58248
1576781886,11106563,58248
1576781887,10838804,58248
1576781888,10812444,58248
1576781889,10776170,58248
1576781890,10828742,58248
1576781891,10897538,58248
1576781892,10914729,58248
1576781893,10890636,58248
1576781894,10856254,58248
1576781895,10876748,58248
1576781896,10906041,58248
1576781897,10906115,58248
1576781898,10908937,58248
1576781899,10899583,58248
1576781900,10891196,58248
1576781901,10917028,58248
1576781902,10901507,58248
1576781903,10877266,58248
1576781904,10882281,58248
1576781905,10870919,58248
1576781906,10895794,58248
1576781907,10823209,58248
1576781908,9855689,58248
1576781909,7932556,58248
1576781910,7670789,58248
1576781911,7637554,58248
1576781912,7388905,58248
1576781913,7688229,58248
1576781914,7681692,58248
1576781915,7684144,58248
1576781916,7284770,58248
1576781917,7463424,58248
1576781918,7091567,58248
1576781919,7188610,58248
1576781920,7328543,58248
1576781885,13069,58250
1576781886,798770,58250
1576781887,1081115,58250
1576781888,1101350,58250
1576781889,1148870,58250
1576781890,1089655,58250
1576781891,1018967,58250
1576781892,1010020,58250
1576781893,1029066,58250
1576781894,1064521,58250
1576781895,1042357,58250
1576781896,1017408,58250
1576781897,1014697,58250
1576781898,1011653,58250
1576781899,1023422,58250
1576781900,1024611,58250
1576781901,1008012,58250
1576781902,1020114,58250
1576781903,1044804,58250
1576781904,1038235,58250
1576781905,1052900,58250
1576781906,1020193,58250
1576781907,1097265,58250
1576781908,2066746,58250
1576781909,2185652,58250
1576781910,2116015,58250
1576781911,2144622,58250
1576781912,2283361,58250
1576781913,2129069,58250
1576781914,2131442,58250
1576781915,2122088,58250
1576781916,2320412,58250
1576781917,2238880,58250
1576781918,2417623,58250
1576781919,2412687,58250
1576781920,2124540,58250
1576781908,5829,58252
1576781909,1810043,58252
1576781910,2141815,58252
1576781911,2154277,58252
1576781912,2268252,58252
1576781913,2124466,58252
1576781914,2131775,58252
1576781915,2134153,58252
1576781916,2336747,58252
1576781917,2247124,58252
1576781918,2421037,58252
1576781919,2333792,58252
1576781920,2484707,58252
